rid,aircraft,airport,model,impact,flight_date,damage,airline,origin,flight_phase,wildlife_size,sky_conditions,pilot_warned_flag,altitude_ft,heavy_flag
201340,Airplane,QUAD CITY ARPT,MU2,None,9/10/2000 0:00,No damage,UNKNOWN,Illinois,Landing Roll,Medium,Some Cloud,Y,0,No
204571,Airplane,BOB HOPE ARPT,B-737-300,None,9/11/2000 0:00,No damage,UNITED AIRLINES,California,Approach,Small,No Cloud,N,40,Yes
208477,Airplane,GENERAL MITCHELL INTL,DORNIER,None,9/12/2000 0:00,No damage,SKYWAY AIRLINES,Wisconsin,Approach,Small,No Cloud,Y,"2,500",No
200193,Airplane,LAURENCE G HANSCOM,BE-200 KING,None,9/13/2000 0:00,No damage,BUSINESS,Massachusetts,Landing Roll,Large,No Cloud,N,0,No
202764,Airplane,PEASE INTL TRADEPORT,B-727-200,None,9/13/2000 0:00,No damage,PAN AM,New Hampshire,Take-off run,Small,Some Cloud,Y,0,No
206860,Airplane,CLEVELAND-HOPKINS INTL ARPT,EMB-145,None,9/13/2000 0:00,No damage,EXPRESSJET (CONTINENTAL EXPRS),Ohio,Approach,Small,No Cloud,Y,"2,200",No
200625,Airplane,CHARLOTTE/DOUGLAS INTL ARPT,FOKKER F100,None,9/15/2000 0:00,No damage,US AIRWAYS,North Carolina,Approach,Small,No Cloud,N,150,No
200867,Airplane,FRESNO YOSEMITE INTL,SAAB-340,None,9/16/2000 0:00,No damage,AMERICAN EAGLE AIRLINES,California,Approach,Medium,No Cloud,N,100,No
203468,Airplane,UNIVERSITY PARK ARPT,BA-41 JETSTR,None,9/20/2000 0:00,No damage,ATLANTIC COAST AIRLINES,Pennsylvania,Take-off run,Small,Some Cloud,N,0,No
200147,Airplane,SALT LAKE CITY INTL,B-767-300,None,9/20/2000 0:00,No damage,DELTA AIR LINES,Utah,Approach,Large,No Cloud,N,100,Yes
202797,Airplane,COLORADO SPRINGS MUNICIPAL,B-737-300,None,9/20/2000 0:00,No damage,UNITED AIRLINES,Colorado,Landing Roll,Small,Some Cloud,N,0,Yes
205344,Airplane,FORT WAYNE INTL,BE-1900,None,9/21/2000 0:00,Damage,EXPRESSJET (CONTINENTAL EXPRS),Indiana,Approach,Large,No Cloud,N,"3,200",No
200688,Airplane,HILO INTL ARPT,DC-9-50,None,9/24/2000 0:00,No damage,HAWAIIAN AIR,Hawaii,Approach,Small,No Cloud,N,100,No
204695,Airplane,ORLANDO INTL,B-737-200,Precautionary Landing,9/26/2000 0:00,No damage,DELTA AIR LINES,Florida,Take-off run,Small,Some Cloud,Y,0,Yes
205168,Airplane,THEODORE FRANCIS GREEN STATE,SAAB-340,None,9/28/2000 0:00,No damage,AMERICAN EAGLE AIRLINES,Rhode Island,Landing Roll,Small,Some Cloud,N,0,No
200931,Airplane,KEARNEY MUNICIPAL,BE-1900,None,9/28/2000 0:00,No damage,GREAT LAKES AIRLINES,Nebraska,Approach,Small,Some Cloud,N,"2,500",No
213893,Airplane,DETROIT METRO WAYNE COUNTY ARPT,A-310,None,9/28/2000 0:00,No damage,FEDEX EXPRESS,Michigan,Take-off run,Large,No Cloud,Y,0,No
206536,Airplane,NEWARK LIBERTY INTL ARPT,B-727,None,9/29/2000 0:00,No damage,FEDEX EXPRESS,New Jersey,Approach,Medium,No Cloud,N,"1,400",No
200479,Airplane,TOCUMEN INTL,B-727-200,None,10/1/2000 0:00,No damage,AMERICAN AIRLINES,N/A,Approach,Small,Some Cloud,Y,150,No
214147,Airplane,DALLAS/FORT WORTH INTL ARPT,FOKKER F100,None,10/2/2000 0:00,No damage,AMERICAN AIRLINES,Texas,Approach,Medium,No Cloud,N,20,No
202348,Airplane,WASHINGTON DULLES INTL ARPT,CL-RJ100/200,None,10/3/2000 0:00,No damage,ATLANTIC COAST AIRLINES,DC,Approach,Small,No Cloud,Y,100,No
200048,Airplane,NASHVILLE INTL,CITATION II,None,10/4/2000 0:00,No damage,BUSINESS,Tennessee,Approach,Small,No Cloud,N,"2,000",No
200403,Airplane,LOGAN INTL,A-320,None,10/5/2000 0:00,No damage,UNITED AIRLINES,Massachusetts,Take-off run,Small,Overcast,Y,0,No
202758,Airplane,BURKE LAKEFRONT,C-560,None,10/5/2000 0:00,No damage,BUSINESS,Ohio,Landing Roll,Medium,Overcast,Y,0,No
204244,Airplane,DALLAS/FORT WORTH INTL ARPT,FOKKER F100,None,10/6/2000 0:00,No damage,AMERICAN AIRLINES,Texas,Approach,Medium,Some Cloud,Y,400,No
201960,Airplane,DETROIT METRO WAYNE COUNTY ARPT,CL-RJ100/200,None,10/9/2000 0:00,No damage,COMAIR AIRLINES,Michigan,Approach,Small,No Cloud,N,300,No
206581,Airplane,WATERLOO REGIONAL ARPT,EMB-110,None,10/10/2000 0:00,No damage,GREAT LAKES AIRLINES,Iowa,Take-off run,Small,No Cloud,Y,0,No
205661,Airplane,KANSAS CITY INTL,B-737,None,10/13/2000 0:00,No damage,VANGUARD AIRLINES,Missouri,Landing Roll,Small,Some Cloud,Y,0,Yes
204994,Airplane,SANTO DOMINGO/LAS AM,B-727,None,10/14/2000 0:00,Damage,AMERICAN AIRLINES,N/A,Climb,Medium,No Cloud,N,10,No
208027,Airplane,ALBANY INTL,B-737-700,Precautionary Landing,10/15/2000 0:00,Damage,SOUTHWEST AIRLINES,New York,Take-off run,Medium,No Cloud,N,0,Yes
200477,Airplane,FORT LAUDERDALE/HOLLYWOOD INTL,B-767-400,None,10/15/2000 0:00,Damage,DELTA AIR LINES,Florida,Approach,Medium,No Cloud,N,"1,500",Yes
205270,Airplane,LOUISVILLE INTL ARPT,DA-10 FALCON,None,10/16/2000 0:00,No damage,BUSINESS,Kentucky,Approach,Small,Overcast,N,200,No
206599,Airplane,LOGAN INTL,SAAB-340,Aborted Take-off,10/16/2000 0:00,No damage,AMERICAN EAGLE AIRLINES,Massachusetts,Take-off run,Small,Overcast,Y,0,No
204605,Airplane,PALM BEACH INTL,B-757-200,None,10/19/2000 0:00,No damage,DELTA AIR LINES,Florida,Climb,Medium,No Cloud,N,"3,400",Yes
209019,Airplane,DALLAS LOVE FIELD ARPT,EMB-145,None,10/20/2000 0:00,No damage,EXPRESSJET (CONTINENTAL EXPRS),Texas,Approach,Small,Overcast,N,250,No
203507,Airplane,CHARLOTTE/DOUGLAS INTL ARPT,DHC8 DASH 8,None,10/22/2000 0:00,No damage,CCAIR,North Carolina,Approach,Medium,No Cloud,Y,"2,000",No
206675,Airplane,SACRAMENTO INTL,C-208,Precautionary Landing,10/24/2000 0:00,No damage,BUSINESS,California,Climb,Large,No Cloud,N,"1,000",No
208274,Airplane,JOHN F KENNEDY INTL,A-300,None,10/25/2000 0:00,No damage,ASTAR AIR CARGO,New York,Take-off run,Medium,No Cloud,N,0,No
205535,Airplane,MEMPHIS INTL,B-727,None,10/30/2000 0:00,No damage,DELTA AIR LINES,Tennessee,Climb,Small,Overcast,Y,50,No
204007,Airplane,BUFFALO-NIAGARA INTL,CL-RJ100/200,None,10/31/2000 0:00,No damage,COMAIR AIRLINES,New York,Take-off run,Small,No Cloud,N,0,No
203497,Airplane,PEASE INTL TRADEPORT,BA-31 JETSTR,Precautionary Landing,11/1/2000 0:00,No damage,BUSINESS,New Hampshire,Take-off run,Small,Some Cloud,Y,0,No
204236,Airplane,CLEVELAND-HOPKINS INTL ARPT,EMB-145,None,11/2/2000 0:00,No damage,EXPRESSJET (CONTINENTAL EXPRS),Ohio,Approach,Small,Some Cloud,N,"3,500",No
205876,Airplane,BIRMINGHAM-SHUTTLESWORTH INTL,IAI-1124,None,11/5/2000 0:00,No damage,BUSINESS,Alabama,Take-off run,Small,Overcast,Y,0,No
204191,Airplane,SACRAMENTO INTL,EMB-120,None,11/5/2000 0:00,Damage,SKYWEST AIRLINES,California,Approach,Medium,No Cloud,Y,"2,000",No
204441,Airplane,PHILADELPHIA INTL,A-319,None,11/6/2000 0:00,No damage,US AIRWAYS,Pennsylvania,Approach,Small,No Cloud,N,"4,000",No
206406,Airplane,ATLANTA INTL,B-737-300,None,11/7/2000 0:00,No damage,CONTINENTAL AIRLINES,Georgia,Approach,Large,Overcast,N,50,Yes
203254,Airplane,AUSTIN STRAUBEL INTL,DC-9,None,11/7/2000 0:00,No damage,NORTHWEST AIRLINES,Wisconsin,Take-off run,Small,Overcast,N,0,No
206018,Airplane,DES MOINES INTL,PA-31T CHEYENNE II,None,11/8/2000 0:00,Damage,GOVERNMENT,Iowa,Descent,Medium,Overcast,Y,"9,000",No
208957,Airplane,WAUKEGAN REGIONAL ARPT,DA-50 FALCON,None,11/8/2000 0:00,No damage,BUSINESS,Illinois,Take-off run,Small,No Cloud,N,0,No
200641,Airplane,DENVER INTL AIRPORT,B-737-200,None,11/11/2000 0:00,No damage,FRONTIER AIRLINES,Colorado,Approach,Small,Overcast,N,20,Yes
206414,Airplane,BIRMINGHAM-SHUTTLESWORTH INTL,RKWLTRBO 690,None,11/12/2000 0:00,No damage,BUSINESS,Alabama,Climb,Small,No Cloud,Y,50,No
205559,Airplane,LOGAN INTL,B-737-400,None,11/12/2000 0:00,No damage,US AIRWAYS,Massachusetts,Landing Roll,Small,No Cloud,N,0,Yes
208033,Airplane,MINNEAPOLIS-ST PAUL INTL,SAAB-340,Precautionary Landing,11/13/2000 0:00,Damage,MESABA AIRLINES,Minnesota,Climb,Large,Overcast,N,"1,800",No
5401,Airplane,BARKSDALE AIR FORCE BASE ARPT,B-52H,None,11/13/2000 0:00,No damage,MILITARY,Louisiana,Approach,Small,No Cloud,Y,500,No
203050,Airplane,LOGAN INTL,MD-80,None,11/15/2000 0:00,No damage,US AIRWAYS,Massachusetts,Climb,Small,No Cloud,Y,100,No
208821,Airplane,LAGUARDIA NY,B-727,None,11/16/2000 0:00,No damage,DELTA AIR LINES,New York,Climb,Small,No Cloud,N,400,No
202477,Airplane,PALM BEACH INTL,B-767-300,Precautionary Landing,11/16/2000 0:00,Damage,DELTA AIR LINES,Florida,Climb,Large,No Cloud,Y,400,Yes
206885,Airplane,RONALD REAGAN WASHINGTON NATL,A-319,None,11/19/2000 0:00,No damage,US AIRWAYS,DC,Approach,Small,Overcast,Y,25,No
205078,Airplane,SAN FRANCISCO INTL ARPT,B-737-300,None,11/24/2000 0:00,No damage,UNITED AIRLINES,California,Landing Roll,Small,Overcast,N,0,Yes
4978,Airplane,CHARLESTON AFB/INTL ARPT,C-17A,None,11/29/2000 0:00,No damage,MILITARY,South Carolina,Approach,Medium,No Cloud,Y,"1,600",No
208354,Airplane,JOHN F KENNEDY INTL,B-757-200,Aborted Take-off,12/1/2000 0:00,No damage,NATIONAL AIRLINES,New York,Take-off run,Small,No Cloud,N,0,Yes
205670,Airplane,LOVELL FIELD ARPT,C-560,None,12/5/2000 0:00,No damage,BUSINESS,Tennessee,Climb,Medium,Some Cloud,N,30,No
200949,Airplane,JAMES M COX DAYTON INTL,FOKKER F100,None,12/9/2000 0:00,No damage,AMERICAN AIRLINES,Ohio,Landing Roll,Medium,No Cloud,N,0,No
4964,Airplane,BARKSDALE AIR FORCE BASE ARPT,B-52H,Precautionary Landing,12/12/2000 0:00,Damage,MILITARY,Louisiana,Climb,Medium,No Cloud,Y,500,No
205109,Airplane,CINCINNATI/NORTHERN KENTUCKY INTL ARPT,CL-RJ100/200,Precautionary Landing,12/13/2000 0:00,Damage,COMAIR AIRLINES,Kentucky,Climb,Medium,Overcast,N,400,No
205904,Airplane,VANCOUVER INTL,B-737-400,None,12/14/2000 0:00,Damage,ALASKA AIRLINES,British Columbia,Approach,Large,Some Cloud,N,50,Yes
209896,Airplane,LEHIGH VALLEY INTL,CL-RJ100/200,None,12/24/2000 0:00,No damage,COMAIR AIRLINES,Pennsylvania,Landing Roll,Large,Some Cloud,N,0,No
203784,Airplane,DALLAS/FORT WORTH INTL ARPT,SAAB-340,None,12/25/2000 0:00,No damage,AMERICAN EAGLE AIRLINES,Texas,Landing Roll,Medium,Overcast,N,0,No
209050,Airplane,PUERTO VALLARTA,MD-82,None,12/26/2000 0:00,No damage,ALASKA AIRLINES,N/A,Approach,Medium,No Cloud,N,500,No
201316,Airplane,ALBUQUERQUE INTL,CL-RJ100/200,None,12/29/2000 0:00,No damage,SKYWEST AIRLINES,New Mexico,Climb,Small,No Cloud,N,20,No
204637,Airplane,NEWARK LIBERTY INTL ARPT,DC-9-30,None,1/2/2001 0:00,No damage,US AIRWAYS,New Jersey,Take-off run,Small,No Cloud,N,0,No
207692,Airplane,MIAMI INTL,B-757-200,Engine Shut Down,1/5/2001 0:00,Damage,AVIANCA,Florida,Climb,Large,Some Cloud,Y,100,Yes
206418,Airplane,RONALD REAGAN WASHINGTON NATL,A-320,None,1/10/2001 0:00,No damage,AMERICA WEST AIRLINES,DC,Approach,Medium,No Cloud,N,"1,400",No
201929,Airplane,JOSLIN FIELD - MAGIC VALLEY REGIONAL,EMB-120,None,1/13/2001 0:00,No damage,SKYWEST AIRLINES,Idaho,Landing Roll,Small,Overcast,N,0,No
207669,Airplane,GREATER PITTSBURGH,DORNIER 328,None,1/14/2001 0:00,No damage,PSA AIRLINES,Pennsylvania,Approach,Medium,Some Cloud,N,200,No
209401,Airplane,TROY MUNICIPAL ARPT,LEARJET-60,Other,1/14/2001 0:00,Damage,BUSINESS,Alabama,Landing Roll,Large,No Cloud,N,0,No
205491,Airplane,LIHUE ARPT,DC-9-50,None,1/15/2001 0:00,No damage,HAWAIIAN AIR,Hawaii,Approach,Small,Some Cloud,Y,50,No
203661,Airplane,SACRAMENTO INTL,B-737-700,None,1/15/2001 0:00,No damage,SOUTHWEST AIRLINES,California,Landing Roll,Small,No Cloud,Y,0,Yes
207968,Airplane,METRO OAKLAND INTL,B-767,None,1/16/2001 0:00,No damage,UPS AIRLINES,California,Approach,Medium,No Cloud,Y,200,Yes
207182,Airplane,LIHUE ARPT,DC-9-50,None,1/16/2001 0:00,No damage,HAWAIIAN AIR,Hawaii,Take-off run,Small,Some Cloud,Y,0,No
5026,Airplane,SHEPPARD AIR FORCE BASE,AT-38B,Precautionary Landing,1/16/2001 0:00,No damage,MILITARY,Texas,Climb,Medium,Some Cloud,Y,800,No
210048,Airplane,SACRAMENTO INTL,B-737-300,None,1/17/2001 0:00,No damage,SOUTHWEST AIRLINES,California,Climb,Medium,No Cloud,Y,"2,000",Yes
207068,Airplane,RONALD REAGAN WASHINGTON NATL,B-737-300,None,1/19/2001 0:00,No damage,US AIRWAYS,DC,Approach,Medium,Overcast,Y,100,Yes
200510,Airplane,JACKSON EVERS INTL,BA-146,None,1/23/2001 0:00,No damage,MESABA AIRLINES,Mississippi,Approach,Small,Some Cloud,Y,100,No
212461,Airplane,PHILADELPHIA INTL,B-737-300,None,1/24/2001 0:00,No damage,US AIRWAYS,Pennsylvania,Approach,Small,No Cloud,Y,50,Yes
4469,Airplane,CHARLESTON AFB/INTL ARPT,C-17A,None,1/28/2001 0:00,No damage,MILITARY,South Carolina,Approach,Medium,No Cloud,Y,400,No
212906,Airplane,SALT LAKE CITY INTL,CL-RJ100/200,None,1/29/2001 0:00,No damage,SKYWEST AIRLINES,Utah,Landing Roll,Small,Some Cloud,Y,0,No
207835,Airplane,NEW ORLEANS INTL,MD-82,None,2/2/2001 0:00,No damage,AMERICAN AIRLINES,Louisiana,Approach,Small,Overcast,N,200,No
203883,Airplane,LAMBERT-ST LOUIS INTL,DC-9-30,None,2/2/2001 0:00,Damage,TRANS WORLD AIRLINES,Missouri,Approach,Medium,No Cloud,Y,10,No
200567,Airplane,MINISTRO PISTARINI,B-777-200,None,2/6/2001 0:00,No damage,AMERICAN AIRLINES,N/A,Approach,Medium,No Cloud,N,100,No
5245,Airplane,CHARLESTON AFB/INTL ARPT,C-17A,None,2/7/2001 0:00,No damage,MILITARY,South Carolina,Take-off run,Medium,No Cloud,Y,0,No
203066,Airplane,METRO OAKLAND INTL,B-737,None,2/8/2001 0:00,No damage,ALASKA AIRLINES,California,Approach,Medium,No Cloud,Y,100,Yes
207360,Airplane,BRACKETT FIELD ARPT,PA-28,None,2/9/2001 0:00,Damage,BUSINESS,California,Climb,Large,Some Cloud,Y,"1,000",No
206621,Airplane,LIHUE ARPT,DC-9-50,None,2/10/2001 0:00,No damage,HAWAIIAN AIR,Hawaii,Take-off run,Small,Overcast,Y,0,No
204178,Airplane,SALT LAKE CITY INTL,RKWL SABRLNR,None,2/12/2001 0:00,No damage,BUSINESS,Utah,Landing Roll,Small,Overcast,Y,0,No
209773,Airplane,PEASE INTL TRADEPORT,CL-601/604,None,2/14/2001 0:00,No damage,BUSINESS,New Hampshire,Landing Roll,Small,Some Cloud,Y,0,No
202780,Airplane,HOUSTON-HOBBY,MD-82,None,2/20/2001 0:00,No damage,AMERICAN AIRLINES,Texas,Approach,Small,Some Cloud,N,400,No
206163,Airplane,LIHUE ARPT,DC-9-50,None,2/27/2001 0:00,No damage,HAWAIIAN AIR,Hawaii,Landing Roll,Small,Some Cloud,Y,0,No
206943,Airplane,DENVER INTL AIRPORT,B-737-300,None,2/27/2001 0:00,Damage,FRONTIER AIRLINES,Colorado,Approach,Large,Some Cloud,N,300,Yes
210557,Airplane,GEORGE BUSH INTERCONTINENTAL,B-737-800,None,3/3/2001 0:00,No damage,CONTINENTAL AIRLINES,Texas,Landing Roll,Small,Overcast,Y,0,Yes
6955,Airplane,SHEPPARD AIR FORCE BASE,T-38A,Precautionary Landing,3/5/2001 0:00,No damage,MILITARY,Texas,Approach,Medium,No Cloud,Y,"1,800",No
210390,Airplane,ORLANDO INTL,B-767-400,None,3/6/2001 0:00,No damage,DELTA AIR LINES,Florida,Approach,Small,No Cloud,Y,200,Yes
209544,Airplane,METRO OAKLAND INTL,B-737-400,Precautionary Landing,3/6/2001 0:00,Damage,ALASKA AIRLINES,California,Climb,Medium,Some Cloud,Y,"8,000",Yes
209264,Airplane,MEMPHIS INTL,AVRO RJ 85,None,3/7/2001 0:00,Damage,MESABA AIRLINES,Tennessee,Climb,Medium,No Cloud,Y,"1,000",No
205481,Airplane,CHARLOTTE/DOUGLAS INTL ARPT,A-319,Precautionary Landing,3/9/2001 0:00,Damage,US AIRWAYS,North Carolina,Take-off run,Medium,Some Cloud,N,0,No
201737,Airplane,ALBANY INTL,B-737-700,None,3/10/2001 0:00,No damage,SOUTHWEST AIRLINES,New York,Take-off run,Small,No Cloud,N,0,Yes
208492,Airplane,ALBANY INTL,FOKKER F100,None,3/11/2001 0:00,No damage,US AIRWAYS,New York,Landing Roll,Small,Some Cloud,N,0,No
206240,Airplane,LAGUARDIA NY,B-737-200,None,3/12/2001 0:00,No damage,US AIRWAYS,New York,Climb,Medium,Overcast,N,"1,200",Yes
206239,Airplane,GEORGE BUSH INTERCONTINENTAL,FOKKER F100,None,3/12/2001 0:00,Damage,AMERICAN AIRLINES,Texas,Approach,Large,Some Cloud,N,"2,000",No
206706,Airplane,RENTON MUNICIPAL ARPT,LEARJET-35,None,3/18/2001 0:00,Damage,BUSINESS,Washington,Landing Roll,Large,Overcast,N,0,No
205030,Airplane,THE EASTERN IOWA ARPT,DA-10 FALCON,None,3/20/2001 0:00,Damage,BUSINESS,Iowa,Approach,Medium,Some Cloud,Y,"1,000",No
200321,Airplane,DES MOINES INTL,CL-RJ100/200,None,3/23/2001 0:00,No damage,MESA AIRLINES,Iowa,Climb,Medium,No Cloud,N,200,No
211303,Airplane,WASHINGTON DULLES INTL ARPT,A-319,None,3/25/2001 0:00,No damage,AIR CANADA,DC,Approach,Small,No Cloud,N,"1,200",No
202798,Airplane,NORTH BEND MUNICIPAL,IAI-1124,None,3/28/2001 0:00,No damage,PRIVATELY OWNED,Oregon,Approach,Large,Overcast,N,55,No
210599,Airplane,GEORGE BUSH INTERCONTINENTAL,B-757-200,None,4/5/2001 0:00,No damage,CONTINENTAL AIRLINES,Texas,Approach,Small,Overcast,Y,100,Yes
206608,Airplane,ATLANTA INTL,A-320,Precautionary Landing,4/13/2001 0:00,Damage,AMERICA WEST AIRLINES,Georgia,Take-off run,Medium,Some Cloud,N,0,No
210461,Airplane,HARRISBURG INTL,BA-31 JETSTR,None,4/14/2001 0:00,No damage,ATLANTIC COAST AIRLINES,Pennsylvania,Landing Roll,Medium,No Cloud,Y,0,No
207300,Airplane,WASHINGTON DULLES INTL ARPT,B-757-200,None,4/16/2001 0:00,No damage,DELTA AIR LINES,DC,Approach,Medium,Overcast,N,20,Yes
209266,Airplane,SANTA BARBARA MUNICIPAL,EMB-120,None,4/16/2001 0:00,No damage,SKYWEST AIRLINES,California,Approach,Medium,No Cloud,N,200,No
203023,Airplane,KANSAS CITY INTL,BE-1900,None,4/20/2001 0:00,No damage,AIR MIDWEST,Missouri,Approach,Small,Some Cloud,N,50,No
212723,Airplane,BRADLEY INTL,B-757-200,None,4/23/2001 0:00,No damage,UPS AIRLINES,Connecticut,Approach,Medium,No Cloud,N,"1,500",Yes
208857,Airplane,INDIANAPOLIS INTL,B-737-200,Precautionary Landing,4/29/2001 0:00,No damage,DELTA AIR LINES,Indiana,Climb,Small,No Cloud,N,10,Yes
209813,Airplane,GREATER ROCHESTER INTL,SAAB-340,None,4/30/2001 0:00,Damage,AMERICAN EAGLE AIRLINES,New York,Landing Roll,Medium,Some Cloud,N,0,No
211775,Airplane,SAN DIEGO INTL,A-319,Precautionary Landing,5/3/2001 0:00,Damage,US AIRWAYS,California,Climb,Medium,No Cloud,N,700,No
203423,Airplane,YEAGER ARPT,SHORTS 360,None,5/12/2001 0:00,No damage,AIR CARGO CARRIERS,West Virginia,Landing Roll,Large,Overcast,Y,0,No
209113,Airplane,CINCINNATI/NORTHERN KENTUCKY INTL ARPT,B-727,None,5/14/2001 0:00,No damage,DELTA AIR LINES,Kentucky,Approach,Small,No Cloud,N,20,No
206021,Airplane,JAMES M COX DAYTON INTL,DC-8-70,None,5/18/2001 0:00,No damage,EMERY WORLDWIDE,Ohio,Approach,Small,Some Cloud,N,"2,000",No
210343,Airplane,YEAGER ARPT,BE-200 KING,None,5/19/2001 0:00,No damage,BUSINESS,West Virginia,Take-off run,Small,Overcast,Y,0,No
3504,Airplane,BARKSDALE AIR FORCE BASE ARPT,B-52H,Precautionary Landing,5/23/2001 0:00,No damage,MILITARY,Louisiana,Approach,Medium,No Cloud,Y,"1,800",No
207259,Airplane,DALLAS/FORT WORTH INTL ARPT,B-727-200,None,5/28/2001 0:00,No damage,AMERICAN AIRLINES,Texas,Landing Roll,Small,No Cloud,N,0,No
205603,Airplane,CHICAGO MIDWAY INTL ARPT,B-737-300,None,5/28/2001 0:00,No damage,SOUTHWEST AIRLINES,Illinois,Climb,Medium,Overcast,Y,50,Yes
210658,Airplane,TOLEDO EXPRESS ARPT,SAAB-340,None,5/31/2001 0:00,No damage,MESABA AIRLINES,Ohio,Climb,Large,No Cloud,Y,700,No
210055,Airplane,SALT LAKE CITY INTL,CL-RJ100/200,Precautionary Landing,6/3/2001 0:00,No damage,SKYWEST AIRLINES,Utah,Climb,Medium,Overcast,N,200,No
207077,Airplane,DETROIT METRO WAYNE COUNTY ARPT,B-727-200,None,6/7/2001 0:00,No damage,NORTHWEST AIRLINES,Michigan,Landing Roll,Medium,No Cloud,Y,0,No
207563,Airplane,NEWARK LIBERTY INTL ARPT,A-300,None,6/8/2001 0:00,Damage,UPS AIRLINES,New Jersey,Approach,Large,No Cloud,Y,150,No
214259,Airplane,SAVANNAH INTL,MD-82,None,6/10/2001 0:00,No damage,US AIRWAYS,Georgia,Take-off run,Small,Overcast,Y,0,No
209020,Airplane,HILO INTL ARPT,B-737-200,None,6/11/2001 0:00,No damage,ALOHA AIRLINES,Hawaii,Take-off run,Small,Some Cloud,N,0,Yes
208151,Airplane,CHARLES DE GAULLE,A-310,None,6/11/2001 0:00,No damage,FEDEX EXPRESS,N/A,Approach,Small,Some Cloud,N,200,No
205386,Airplane,ORLANDO INTL,B-737-200,Aborted Take-off,6/13/2001 0:00,Damage,US AIRWAYS,Florida,Take-off run,Small,Some Cloud,Y,0,Yes
208558,Airplane,ARDMORE MUNICIPAL,HAWKER 800,None,6/14/2001 0:00,No damage,BUSINESS,Oklahoma,Landing Roll,Small,Overcast,N,0,No
6465,Airplane,CHARLESTON AFB/INTL ARPT,C-17A,None,6/14/2001 0:00,No damage,MILITARY,South Carolina,Take-off run,Small,No Cloud,Y,0,No
209067,Airplane,SAVANNAH INTL,C-172,None,6/15/2001 0:00,No damage,BUSINESS,Georgia,Approach,Small,Some Cloud,Y,50,No
203413,Airplane,SALT LAKE CITY INTL,PILATUS PC12,None,6/18/2001 0:00,Damage,BUSINESS,Utah,Approach,Medium,No Cloud,Y,700,No
209857,Airplane,TED STEVENS ANCHORAGE INTL,B-757-200,None,6/21/2001 0:00,No damage,CONTINENTAL AIRLINES,Alaska,Climb,Medium,Some Cloud,N,"1,500",Yes
209348,Airplane,LIHUE ARPT,B-737-200,None,6/27/2001 0:00,No damage,ALOHA AIRLINES,Hawaii,Landing Roll,Small,Some Cloud,Y,0,Yes
206976,Airplane,SARASOTA-BRADENTON,MD-88,None,6/30/2001 0:00,No damage,DELTA AIR LINES,Florida,Take-off run,Small,Some Cloud,N,0,No
4090,Airplane,CHARLESTON AFB/INTL ARPT,C-17A,Precautionary Landing,7/2/2001 0:00,No damage,MILITARY,South Carolina,Climb,Medium,Some Cloud,Y,50,No
201413,Airplane,SAVANNAH INTL,FOKKER F100,None,7/4/2001 0:00,No damage,US AIRWAYS,Georgia,Landing Roll,Medium,No Cloud,Y,0,No
209394,Airplane,MONTREAL/PIERRE-ELLIOTT-TRUDEAU INTL,FOKKER F100,None,7/4/2001 0:00,No damage,AMERICAN AIRLINES,Quebec,Climb,Small,No Cloud,N,30,No
4465,Airplane,CHARLESTON AFB/INTL ARPT,C-21A,Aborted Take-off,7/7/2001 0:00,No damage,MILITARY,South Carolina,Climb,Medium,No Cloud,Y,0,No
4091,Airplane,CHARLESTON AFB/INTL ARPT,C-21A,Aborted Take-off,7/7/2001 0:00,No damage,MILITARY,South Carolina,Take-off run,Medium,Some Cloud,Y,0,No
207392,Airplane,TALLAHASSEE REGIONAL,CL-RJ100/200,None,7/8/2001 0:00,No damage,COMAIR AIRLINES,Florida,Landing Roll,Medium,No Cloud,Y,0,No
215844,Airplane,UNALASKA ARPT,B-737-200,None,7/9/2001 0:00,No damage,ALASKA AIRLINES,Alaska,Approach,Large,Overcast,N,25,Yes
213309,Airplane,WASHINGTON DULLES INTL ARPT,BA-31 JETSTR,None,7/9/2001 0:00,No damage,ATLANTIC COAST AIRLINES,DC,Approach,Small,No Cloud,N,10,No
206794,Airplane,LOUISVILLE INTL ARPT,MD-80,None,7/10/2001 0:00,No damage,DELTA AIR LINES,Kentucky,Climb,Medium,Some Cloud,Y,50,No
212204,Airplane,PENSACOLA REGIONAL,C-208,None,7/11/2001 0:00,No damage,MID-ATLANTIC FREIGHT,Florida,Approach,Small,Some Cloud,N,50,No
208170,Airplane,NEW CASTLE COUNTY,CL-600,None,7/11/2001 0:00,Damage,BUSINESS,Delaware,Approach,Medium,Some Cloud,N,"1,000",No
203106,Airplane,HARRISBURG INTL,DC-9,None,7/12/2001 0:00,No damage,NORTHWEST AIRLINES,Pennsylvania,Landing Roll,Small,Some Cloud,N,0,No
210876,Airplane,FULTON COUNTY ARPT - BROWN FIELD,DA-900,None,7/12/2001 0:00,Damage,BUSINESS,Georgia,Climb,Small,No Cloud,N,10,No
209578,Airplane,GOLDEN TRIANGLE REGIONAL,SAAB-340,Aborted Take-off,7/14/2001 0:00,No damage,PINNACLE,Mississippi,Take-off run,Small,No Cloud,N,0,No
207269,Airplane,DALLAS/FORT WORTH INTL ARPT,EMB-145,None,7/14/2001 0:00,No damage,AMERICAN EAGLE AIRLINES,Texas,Approach,Small,Some Cloud,Y,"1,000",No
